ts,temp,hum,mp_cpu,cpu_total,cpu_core0,cpu_core1,mp_used_kb,mp_free_kb,mp_total_kb,idf_used_kb,idf_free_kb,idf_total_kb,temp_zscore_anomaly,temp_ewma_anomaly,temp_rulebased_anomaly,hum_zscore_anomaly,hum_ewma_anomaly,hum_rulebased_anomaly
2000-01-01 00:00:01,23.7,53.1,0.0,0.0,0.0,0.0,38,124,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:03,23.7,53.1,8.5,4.9,0.7,8.5,46,115,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:05,23.7,53.1,6.7,4.0,0.7,6.7,23,139,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:07,23.7,53.2,7.7,4.5,0.7,7.7,31,130,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:09,23.7,53.2,6.8,4.0,0.7,6.8,40,122,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:11,23.7,53.3,6.8,4.0,0.7,6.8,48,114,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:13,23.7,53.5,6.9,4.1,0.7,6.9,24,138,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:15,23.7,53.6,6.8,4.0,0.7,6.8,32,130,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:17,23.8,53.5,7.1,4.2,0.7,7.1,40,121,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:19,23.8,53.5,6.8,4.0,0.7,6.8,49,113,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:21,23.8,53.5,6.9,4.1,0.7,6.9,24,138,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:23,23.8,53.7,6.8,4.0,0.7,6.8,32,129,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:25,23.8,54.1,6.8,4.0,0.7,6.8,41,121,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:27,23.8,54.0,7.8,4.6,0.7,7.8,49,113,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:29,23.8,53.8,6.9,4.1,0.7,6.9,25,137,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:31,23.8,53.6,6.8,4.0,0.7,6.8,33,129,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:33,23.8,53.5,6.8,4.0,0.7,6.8,41,120,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:35,23.8,53.3,6.8,4.0,0.7,6.8,50,112,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:37,23.8,53.2,7.2,4.2,0.7,7.2,25,136,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:39,23.8,53.1,6.7,4.0,0.7,6.7,34,128,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:41,23.8,53.0,6.8,4.1,0.7,6.8,42,120,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:43,23.8,53.0,6.7,4.0,0.7,6.7,50,112,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:45,23.8,52.9,6.9,4.1,0.7,6.9,27,135,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:47,23.8,52.9,7.1,4.2,0.7,7.1,35,127,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:49,23.8,52.8,6.8,4.0,0.7,6.8,43,119,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:51,23.8,52.8,6.7,4.0,0.7,6.7,51,110,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:53,23.8,52.7,6.9,4.1,0.7,6.9,29,133,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:55,23.8,52.7,7.1,4.2,0.7,7.1,37,125,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:57,23.8,52.7,6.8,4.0,0.7,6.8,45,117,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:00:59,23.7,52.7,6.8,4.0,0.7,6.8,53,108,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:01,23.8,52.6,6.9,4.1,0.7,6.9,30,132,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:03,23.8,52.7,6.8,4.1,0.7,6.8,38,124,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:05,23.8,52.7,7.1,4.2,0.7,7.1,46,116,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:07,23.8,52.7,6.8,4.0,0.7,6.8,23,139,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:09,23.8,52.8,6.9,4.1,0.7,6.9,31,131,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:11,23.7,52.9,6.8,4.0,0.7,6.8,39,123,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:13,23.8,53.0,6.7,4.0,0.7,6.7,47,114,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:15,23.8,53.0,7.2,4.2,0.7,7.2,24,138,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:17,23.8,53.1,7.5,4.4,0.7,7.5,32,130,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:19,23.8,53.1,6.8,4.0,0.7,6.8,40,121,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:21,23.8,53.2,6.8,4.0,0.7,6.8,49,113,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:23,23.8,53.2,6.9,4.1,0.7,6.9,24,137,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:25,23.8,53.1,7.1,4.2,0.7,7.1,33,129,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:27,23.8,53.1,6.8,4.0,0.7,6.8,41,121,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:29,23.8,53.1,6.8,4.0,0.7,6.8,49,113,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:31,23.8,53.1,6.9,4.1,0.7,6.9,25,137,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:33,23.8,53.2,6.8,4.0,0.7,6.8,33,129,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:35,23.8,53.2,7.1,4.2,0.7,7.1,41,120,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:37,23.8,53.4,6.7,4.0,0.7,6.7,50,112,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:39,23.8,53.6,6.9,4.1,0.7,6.9,27,135,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:41,23.8,53.7,6.8,4.0,0.7,6.8,35,127,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:43,23.8,53.6,6.8,4.0,0.7,6.8,43,119,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:45,23.8,53.4,7.0,4.2,0.7,7.0,51,110,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:47,23.8,53.4,6.9,4.1,0.7,6.9,27,134,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:49,23.8,53.2,6.8,4.1,0.7,6.8,36,126,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:51,23.8,53.2,6.7,4.0,0.7,6.7,44,118,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:53,23.8,53.2,6.7,4.0,0.7,6.7,52,110,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:55,23.8,53.0,7.7,4.5,0.7,7.7,29,133,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:57,23.8,53.0,6.8,4.0,0.7,6.8,37,125,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:01:59,23.8,53.0,6.7,4.0,0.7,6.7,45,117,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:01,23.8,52.9,6.7,4.0,0.7,6.7,53,108,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:03,23.8,52.9,6.9,4.1,0.7,6.9,29,133,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:05,23.8,52.8,7.1,4.2,0.7,7.1,37,125,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:07,23.8,52.9,6.7,4.0,0.7,6.7,45,117,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:09,23.8,52.9,6.7,4.0,0.7,6.7,53,108,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:11,23.8,52.8,6.9,4.1,0.7,6.9,30,132,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:13,23.8,52.8,7.1,4.2,0.7,7.1,38,124,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:15,23.8,53.0,6.7,4.0,0.7,6.7,46,116,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:17,23.8,53.1,6.7,4.0,0.7,6.7,23,139,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:19,23.8,53.0,6.9,4.1,0.7,6.9,31,131,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:21,23.8,53.0,6.8,4.1,0.7,6.8,39,123,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:23,23.8,52.9,7.1,4.2,0.7,7.1,47,114,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:25,23.8,52.9,7.5,4.4,0.7,7.5,23,139,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:27,23.8,52.8,6.1,3.7,0.7,6.1,31,130,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:29,23.8,52.8,6.8,4.0,0.7,6.8,40,122,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:31,23.8,52.8,6.7,4.0,0.7,6.7,48,114,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:33,23.8,52.8,7.2,4.2,0.7,7.2,24,138,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:35,23.8,52.8,6.7,4.0,0.7,6.7,32,129,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:37,23.8,52.8,6.8,4.0,0.7,6.8,40,121,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:39,23.8,52.7,6.7,4.0,0.7,6.7,49,113,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:41,23.8,52.8,6.9,4.1,0.7,6.9,24,137,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:43,23.8,52.7,7.0,4.2,0.7,7.0,33,129,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:45,23.8,52.8,6.8,4.1,0.7,6.8,41,121,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:47,23.8,52.7,6.7,4.0,0.7,6.7,49,113,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:49,23.8,52.7,6.9,4.1,0.7,6.9,25,137,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:51,23.8,52.7,6.8,4.0,0.7,6.8,33,129,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:53,23.8,52.6,7.1,4.2,0.7,7.1,41,120,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:55,23.8,52.7,6.8,4.0,0.7,6.8,50,112,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:57,23.8,52.6,6.9,4.1,0.7,6.9,27,135,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:02:59,23.8,52.7,6.8,4.0,0.7,6.8,35,127,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:01,23.8,52.7,6.8,4.1,0.7,6.8,43,119,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:03,23.8,52.7,7.1,4.2,0.7,7.1,51,110,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:05,23.8,52.7,6.9,4.1,0.7,6.9,27,134,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:07,23.8,52.6,6.8,4.1,0.7,6.8,36,126,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:09,23.8,52.6,6.8,4.0,0.7,6.8,44,118,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:11,23.8,52.6,6.8,4.0,0.7,6.8,52,110,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:13,23.8,52.7,7.2,4.3,0.7,7.2,29,133,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:15,23.8,52.6,6.8,4.1,0.7,6.8,37,125,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:17,23.8,52.6,6.8,4.0,0.7,6.8,45,117,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:19,23.8,52.6,6.8,4.0,0.7,6.8,53,108,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:21,23.8,52.7,6.9,4.1,0.7,6.9,30,132,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:23,23.8,52.7,7.1,4.2,0.7,7.1,38,124,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:25,23.8,52.7,6.8,4.0,0.7,6.8,46,116,162,104,267,371,False,False,False,False,False,False
2000-01-01 00:03:27,23.8,52.7,6.8,4.0,0.7,6.8,23,139,162,104,267,371,False,False,False,False,False,False
